사업장명,지번주소,도로명주소,도로명우편번호,소재지우편번호,좌표정보(X),좌표정보(Y),위도,경도
죽에진심,서울특별시 송파구 잠실동 176-2 잠실동 렉스빌2차,"서울특별시 송파구 백제고분로7길 3-10, 잠실동 렉스빌2차 지하1층 B101-2호 (잠실동)",05556,138-861,206941.757489986,445412.933180995,37.511109876784246,127.07932510116193
아이러브펍,서울특별시 강남구 역삼동 827-20 외2필지,"서울특별시 강남구 테헤란로4길 45 (역삼동,외2필지)",06240,135-935,202677.697786733,443703.043623381,37.49572424676179,127.03108388136427
마라사부 마라탕,서울특별시 송파구 방이동 28-2 엘루이시티,"서울특별시 송파구 올림픽로30길 9, 엘루이시티 102호 (방이동)",05542,138-827,209496.980520591,445866.328718442,37.51517266756288,127.10823557812678
카페 휴,서울특별시 송파구 방이동 185 인택파크랜드,"서울특별시 송파구 양재대로71길 2-27, 지층 지01호 (방이동, 인택파크랜드)",05638,138-834,211151.280759517,445470.711932922,37.51158926685407,127.12694398275603
배고픈덮밥이,서울특별시 강동구 길동 125-5,"서울특별시 강동구 명일로 214, 1층 104호 (길동)",05345,134-809,212854.970823733,448396.807450042,37.53793403922169,127.14626736538469
베트남 쌀국수,서울특별시 종로구 창신동 687-4 1층,"서울특별시 종로구 창신길 15, 1층 (창신동)",03101,120-855,200866.663342496,452233.784364855,37.57259799832158,127.01061174366436
홍콩밤,서울특별시 은평구 갈현동 454-19,"서울특별시 은평구 연서로27길 16-16, 1층 (갈현동)",03331,122-959,192723.351837892,457382.898428427,37.61896766043217,126.91836785525983
본죽앤비빔밥신촌점,서울특별시 서대문구 창천동 9-20 (지상2층),"서울특별시 서대문구 연세로 20 (창천동,(지상2층))",03776,120-833,194377.182402612,450586.947082232,37.557741723569684,126.9371551171211
서울돼지불백갈비막국수,서울특별시 금천구 시흥동 121-9,"서울특별시 금천구 시흥대로63길 3, 지상1층 (시흥동)",08615,153-839,191026.474241564,439182.870671785,37.45495303698119,126.89936750444713
돈벼락김치삼겹살,서울특별시 동대문구 장안동 342-24 지상1층 (장평11길 12),"서울특별시 동대문구 장한로26길 24 (장안동,지상1층 (장평11길 12))",02637,130-840,206375.404579295,452136.095191886,37.57169607355226,127.07297690405106
달콩,서울특별시 종로구 숭인동 217-16 블루카운티 숭인Ⅰ,"서울특별시 종로구 종로62길 23, 블루카운티 숭인Ⅰ 1층 103호 (숭인동)",03115,110-826,201666.244566776,452283.710424382,37.573046778342814,127.01966414460935
도명골 청국장,서울특별시 강남구 역삼동 721-25 오성빌딩,"서울특별시 강남구 테헤란로38길 39, 오성빌딩 지상1층 (역삼동)",06222,135-920,203729.804313145,444217.241583438,37.50035404853297,127.04298546408302
초장집,서울특별시 강남구 일원동 666-2,"서울특별시 강남구 일원로9길 26, 지상1층 (일원동)",06343,135-945,207334.27,443075.55,37.49004464642538,127.08374189424393
밤별,서울특별시 강남구 역삼동 813-9,"서울특별시 강남구 강남대로102길 13-8, 지상1,2층 (역삼동)",06123,135-931,202289.226410902,444472.982655488,37.502663231773994,127.02669279383491
엄지척 함바식당,"서울특별시 강서구 등촌동 526-6 205,206호 가동","서울특별시 강서구 등촌로51길 23, 가동 2층 205,206호 (등촌동)",07667,157-836,187738.279717865,449632.241021907,37.54907452649923,126.86202522932307
골목집,서울특별시 도봉구 창동 504-2,"서울특별시 도봉구 우이천로4라길 19, 1층 (창동)",01481,132-916,203629.515887008,458980.656746745,37.63338641831943,127.04192423631368
히자시,서울특별시 광진구 중곡동 628-2 1층,"서울특별시 광진구 긴고랑로8길 83, 1층 (중곡동)",04917,143-912,206759.146907094,450852.408031838,37.56012613921625,127.07730947311039
레몬그라스타이,서울특별시 관악구 봉천동 970-22,"서울특별시 관악구 봉천로 245, 1층 (봉천동)",08711,151-830,193654.447995374,443013.429722508,37.4894921989969,126.92903986037176
향수,서울특별시 관악구 봉천동 955-28,"서울특별시 관악구 은천로 13, 1층 (봉천동)",08719,151-913,194336.854848055,442698.636713429,37.48666002248105,126.93675943270172
볶음밥도사 관악점,서울특별시 관악구 봉천동 1566-3,"서울특별시 관악구 쑥고개로 97, 2층 202호 (봉천동)",08786,151-846,195287.219194986,441902.697902164,37.4794931165945,126.94751153111999
도담국수,서울특별시 중랑구 면목동 175-25,"서울특별시 중랑구 동일로95길 4, 1층 (면목동)",02231,131-822,206948.458235847,453624.963135016,37.58510796518115,127.07947864007079
인생이보드게임,서울특별시 종로구 낙원동 202 2층,"서울특별시 종로구 수표로 107, 2층 (낙원동)",03140,110-320,198977.229536348,452055.346130144,37.57098994629825,126.98922117191543
장승집,서울특별시 동작구 상도동 357-4,"서울특별시 동작구 상도로15길 52, 1층 101호 (상도동)",06950,156-839,194145.290168816,444508.676084253,37.5029691427232,126.93457876258063
Violet sky(바이올렛 스카이),서울특별시 동작구 사당동 137-8,"서울특별시 동작구 동작대로27가길 26, 지하1층 (사당동)",07008,156-816,198236.739238171,442702.201182181,37.486707815565815,126.9808604974884
썸머스테어,서울특별시 동작구 사당동 147-110,"서울특별시 동작구 사당로 305, 3층 (사당동)",07008,156-816,198276.943553111,442584.287912027,37.48564536951348,126.98131541634959
홍사 훠궈관,서울특별시 영등포구 대림동 719-3 재경빌딩,"서울특별시 영등포구 대림로27가길 2, 재경빌딩 1층 (대림동)",07413,150-815,191008.104320803,443689.79076011,37.49556493624209,126.89910484575172
럽야(LOVE YA!),서울특별시 영등포구 문래동2가 14-14,"서울특별시 영등포구 도림로131길 18, 1층 (문래동2가)",07290,150-092,190548.077384545,445771.84419586,37.51432173125761,126.89387535799388
프리지(Fridge),서울특별시 영등포구 신길동 4950 래미안에스티움,"서울특별시 영등포구 신풍로 77, 지하2층 C115호 (신길동, 래미안에스티움)",07390,150-050,192287.059579022,444303.222020427,37.50110414178519,126.9135629297685
다복향마라탕 한성대점,서울특별시 성북구 삼선동1가 74,"서울특별시 성북구 삼선교로 26-1, 지상2층 (삼선동1가)",02865,136-041,200703.409558928,453945.072336719,37.588018387229525,127.00876514347955
프로젝트 파이,서울특별시 성북구 성북동 63-3,"서울특별시 성북구 성북로 82, 1층 (성북동)",02836,136-821,199913.085452186,454570.073429035,37.59365046604333,126.99981573840424
오소바텐,서울특별시 마포구 서교동 474-27,"서울특별시 마포구 월드컵로14길 56, 2층 (서교동)",04003,121-896,192287.901002507,450480.495602227,37.556767381193836,126.9135076034705
소풍가는날,서울특별시 종로구 통인동 147-2,"서울특별시 종로구 자하문로 35-2, 1호 (통인동)",03040,110-043,197380.26633585,452991.015172256,37.5794180179176,126.97113854087608
국밥도감 창동점,서울특별시 도봉구 창동 254-24,"서울특별시 도봉구 해등로16길 104, 2층 (창동)",01399,132-906,203945.478820796,461336.820861963,37.65461604699492,127.04551697931522
알쭈 창동점,서울특별시 도봉구 창동 254-24,"서울특별시 도봉구 해등로16길 104, 2층 (창동)",01399,132-906,203945.478820796,461336.820861963,37.65461604699492,127.04551697931522
키앙크엔코(Key ankh&co),서울특별시 영등포구 문래동2가 6-2,"서울특별시 영등포구 경인로79길 4, 3호 (문래동2가)",07290,150-092,190641.15529617,445630.922467134,37.513052835544656,126.89493009169828
샘포차,서울특별시 성북구 보문동5가 261-3 동원빌딩,"서울특별시 성북구 보문로 63, 동원빌딩,평양오토바이 지상1층 (보문동5가)",02873,136-085,201812.762643822,453195.987837268,37.58126694876258,127.02132518384076
오복 닭도리탕,서울특별시 종로구 평창동 460-2 1층,"서울특별시 종로구 평창30길 11, 1층 (평창동)",03004,110-848,197710.101802166,456494.338386747,37.610986919987795,126.97486208768858
멜라(MELA),서울특별시 영등포구 영등포동4가 442 타임스퀘어,"서울특별시 영등포구 영중로 15, 타임스퀘어 103-9호 (영등포동4가)",07305,150-798,191385.057392247,446098.555926507,37.51727391836657,126.90333983207307
피그가든,서울특별시 용산구 남영동 83-1,"서울특별시 용산구 한강대로 270, 1층 106호 (남영동)",04352,140-160,197557.430886852,448906.295603885,37.542611377156014,126.97315805582646
365일 크리스마스,서울특별시 마포구 서교동 327-43,"서울특별시 마포구 와우산로29길 4-26, 3층 301호 (서교동)",04052,121-836,193708.399232352,450308.837224332,37.55523137128506,126.92958752531753
국물에 빠진 두루치기 창동점,서울특별시 도봉구 창동 254-24,"서울특별시 도봉구 해등로16길 104, 2층 (창동)",01399,132-906,203945.478820796,461336.820861963,37.65461604699492,127.04551697931522
경성제육 창동점,서울특별시 도봉구 창동 254-24,"서울특별시 도봉구 해등로16길 104, 2층 (창동)",01399,132-906,203945.478820796,461336.820861963,37.65461604699492,127.04551697931522
포이자카야,서울특별시 서초구 양재동 273-1 101호,"서울특별시 서초구 마방로10길 40, 101호 (양재동)",06776,137-895,203862.516400132,441508.611713818,37.47594592837337,127.04447227491
두마리찜닭 두찜 강동성내점,서울특별시 강동구 성내동 501-10 강남빌딩,"서울특별시 강동구 성안로13길 20, 강남빌딩 1층 102호 (성내동)",05389,134-849,211540.253033462,447716.94884022,37.531825256978216,127.13137932146356
에베레스트,서울특별시 종로구 창신동 148-1 ,서울특별시 종로구 종로51가길 2-1 (창신동),03105,110840,201035.357569809,452256.067308891,37.572798613846274,127.01252161071383
짜장일번지,서울특별시 종로구 창신동 400-4번지 2층 ,,,110841,201452.97033909,452034.162854757,37.570798487431894,127.01724909710408
카오시암(Khao Siam),서울특별시 영등포구 당산동1가 9-1 당산동코오롱주.상복합아파트,"서울특별시 영등포구 영등포로28길 5, 1층 30,31,32호 (당산동1가, 당산동코오롱주.상복합아파트)",07292,150-800,191024.651979979,446421.72002587,37.5201825098838,126.89925865380864
제일면옥,서울특별시 송파구 석촌동 283-3,"서울특별시 송파구 백제고분로40길 10, 지층 1호 (석촌동)",05689,138-847,209327.382313051,444600.654831303,37.503769415080015,127.10630093071507
토리노 한식뷔페,서울특별시 성동구 행당동 133-5 월성빌딩,"서울특별시 성동구 왕십리로 275, 지1층 (행당동)",04745,133-865,203197.939381486,450737.153597075,37.55910682949897,127.0369982572643
유니네 고깃간,서울특별시 강남구 역삼동 817-2,"서울특별시 강남구 강남대로98길 12, 지상1층 (역삼동)",06129,135-931,202379.008996374,444268.714347392,37.50082233864024,127.02770763866465
청담라면가게,서울특별시 동작구 사당동 1029-37,"서울특별시 동작구 사당로30길 96, 1층 (사당동)",07015,156-825,198221.486615478,442037.886575441,37.48072161435535,126.9806896206426
웨이브,서울특별시 강남구 역삼동 688-1,"서울특별시 강남구 언주로108길 6, 지하1층 (역삼동)",06144,135-917,203474.299696366,445065.981461532,37.50800305460926,127.04009962188051
에이콘팬트리(Acorn Pantry),서울특별시 마포구 연남동 228-55,"서울특별시 마포구 동교로38길 7, 1층 (연남동)",03982,121-865,193279.62444256,451072.700611991,37.5621114625561,126.92472737659782
곽선생 왕만두,서울특별시 송파구 마천동 115-5,"서울특별시 송파구 마천로 273, 1층 (마천동)",05755,138-818,212946.649243189,443954.075547462,37.49789943886995,127.14722655236052
초원커피맥주,서울특별시 노원구 상계동 169-9,"서울특별시 노원구 한글비석로24길 18, 지하1층 (상계동)",01663,139-815,206284.684004331,462140.317187158,37.66184314449202,127.07203579397562
끝돈건대입구역점,서울특별시 광진구 자양동 7-1 1층103호,"서울특별시 광진구 아차산로 238, 1층 103호 (자양동)",05073,143-841,206077.339616395,448638.39030955,37.540180501707354,127.0695734970148
푸글렌 서울,서울특별시 마포구 상수동 145-4,"서울특별시 마포구 와우산로 43, 1층 (상수동)",04049,121-828,193110.140782537,449573.24670173,37.54859873257168,126.92282295440614
와플대학 방이역 캠퍼스점,서울특별시 송파구 방이동 212-19,"서울특별시 송파구 오금로31길 41, 1층 (방이동)",05645,138-835,210816.203512453,445257.516834589,37.50967215526377,127.12315044025598
어울림정육식당(서울대입구역점),서울특별시 관악구 봉천동 869-10 관악센츄리타워,"서울특별시 관악구 남부순환로 1808, 관악센츄리타워 1층 (봉천동)",08787,151-836,195588.796492288,442098.372819317,37.48125784214232,126.95092035994575
이차돌 은평뉴타운점,"서울특별시 은평구 진관동 62 은평스카이뷰자이 1층 110호,111호,112호 판매시설동","서울특별시 은평구 통일로 1034, 판매시설동 1층 110호,111호,112호 (진관동, 은평스카이뷰자이)",03306,122-200,192690.64005238,459181.703833203,37.635176116655664,126.91797930316332
친친,서울특별시 노원구 공릉동 412-29,"서울특별시 노원구 공릉로 156, 2층 (공릉동)",01819,139-804,206967.153758614,457949.560367392,37.62407615274408,127.07973149688038
쿼드(QUAD),서울특별시 종로구 사간동 51 ,서울특별시 종로구 삼청로 22-21 (사간동),03062,110190,198217.172175246,452869.948075387,37.57832909447024,126.98061454925225
